,Band,Fans,Formed,Consciously Uncoupled,Country,Happiness Rank,Happiness Score,Whisker High,Whisker Low,GDP Per Capita,Family,Life Expectancy,Freedom,Generosity,Trust/Corruption,Dystopia Index
4148,Funeral Tears,14,2007,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4149,Hieronymus Bosch,14,1993,1993,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4150,Psilocybe Larvae,14,1996,1996,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4151,Amederia,13,2006,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4152,The SLoT,13,2002,2002,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4153,Sivyj Yar,12,2006,2006,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4154,Abstract Spirit,10,2006,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4155,Arsafes,9,2009,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4156,Catharsis,9,1996,1996,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4157,Nemertines,9,2009,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4158,Arida Vortex,8,1998,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4159,Below The Sun,8,2012,2012,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4160,Big End Bolt,6,2007,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4161,Eclipse Hunter,6,2004,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4162,Louna,5,2008,2008,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4163,Radigost,5,1994,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4164,Senmuth,5,2004,2004,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4165,Skogmark,5,2012,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4166,Tacit Fury,5,2001,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4167,Who Dies In Siberian Slush,5,2003,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4168,Dis Pater,4,1993,1993,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4169,Shah,4,1985,1996,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4170,Forgive-Me-Not,3,1996,1996,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4171,Fright Night,3,2005,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4172,Grima,3,2014,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4173,Septic Mind,3,2006,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4174,Shadow Host,3,1993,1993,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4175,Shturm,3,2003,2003,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4176,ANJ,2,2003,2003,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4177,Antropophobia,2,2009,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4178,Beorn,2,2008,2008,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4179,Forces United,2,2013,2013,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4180,Oleg Izotov,2,2003,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4181,Retriem,2,2003,2003,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4182,Scald (RUS),2,1993,1993,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4183,Shallow Rivers,2,2007,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4184,Spaceking,2,2009,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4185,Station Dysthymia,2,2007,2007,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4186,7 H. Target,1,2005,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4187,Hell's Thrash Horsemen,1,2007,2007,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4188,Infinity²,1,2015,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4189,Narwhal Tusk,1,2006,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4190,Starbreeze,1,2008,2008,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4191,Tears Of Mankind,1,2002,2002,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4192,(In)Trance,0,2009,-,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
4193,Drudkh,369,2002,2002,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4194,Kroda,59,2003,2003,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4195,Khors,37,2004,2004,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4196,Agruss,36,2009,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4197,Raventale,32,2005,2005,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4198,Mindplotter,23,2008,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4199,Autumnia,21,2003,2003,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4200,Infinite Tales,20,2007,2007,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4201,Sunrise,20,2003,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4202,Semargl,18,1997,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4203,Conquest,16,1996,1996,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4204,Holy Blood,12,1999,1999,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4205,Blood Of Kingu,11,2005,2005,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4206,Mournful Gust,11,1999,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4207,Morton,10,2009,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4208,Narrow House,9,2008,2008,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4209,Fleshgore,8,2000,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4210,Dragobrath,6,2004,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4211,Ego Depths,5,2007,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4212,Apostate,4,1993,1993,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4213,Scarleth,4,2005,2005,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4214,Hell:On,3,2005,2005,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4215,Mother Witch & Dead Water Ghosts,3,2013,2013,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4216,Nonsun,3,2011,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4217,Torrens Conscientium,3,2009,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4218,Vin de Mia Trix,1,2007,-,Ukraine,132,4.096000195,4.185410105,4.006590285,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
4219,Dark Moor,320,1994,1994,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4220,Mägo De Oz,113,1989,1989,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4221,Angelus Apatrida,102,2000,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4222,Helevorn,84,1999,1999,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4223,Diabulus In Musica,77,2006,2006,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4224,WarCry,69,2001,2001,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4225,Tierra Santa,67,1997,1997,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4226,Avalanch,60,1989,2012,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4227,Dawn Of Tears,60,1999,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4228,Northland,59,2004,2004,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4229,Saratoga,57,1992,1992,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4230,Avulsed,55,1991,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4231,Noctem,47,2001,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4232,Wormed,39,1998,1998,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4233,Crisix,36,2008,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4234,Obsidian Kingdom,33,2005,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4235,Teitanblood,31,2003,2003,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4236,Runic,30,2001,2001,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4237,Saurom,30,1996,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4238,Nahemah,29,1997,2012,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4239,Stravaganzza,29,2003,2003,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4240,Forever Slave,25,2000,2000,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4241,Toundra,25,2007,2007,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4242,Barón Rojo,24,1980,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4243,Karlahan,20,2006,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4244,Darksun,19,2002,2002,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4245,Apocynthion,17,2010,2010,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4246,Haemorrhage,17,1990,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4247,Horn Of The Rhino,17,2005,2016,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4248,Soziedad Alkoholika,13,1988,1988,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4249,Foscor,12,1997,1997,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4250,Lords Of Black,12,2014,2014,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4251,Arwen,11,1996,1996,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4252,Tears Of Martyr,11,1996,1996,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4253,Cautiva,10,2007,-,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4254,Dreamaker,10,2003,2003,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
